"Ensembl","gene","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull"
"ENSG00000135929","CYP27A1",1596,8.91771297346e-06,1.97086404182e-05,1.59918395368e-06,76,213,18,99.6862809117,216.30949003,21.2764935613,1.47071535885061,0.110062925143145,0.703637513648487,3.89681875061633e-11,0.170975310824856,0.829024689136176
"ENSG00000111224","PARP11",1017,3.3281085967e-06,9.00562215197e-06,9.74153026573e-07,41,93,8,39.401309,102.3244474,13.52175895,-0.157891368333876,0.450866284098479,1.48747797357932,0.00015946555998602,0.876096276653702,0.123744257786311
"ENSG00000203859","HSD3B2",1119,4.89582991622e-06,1.0356953384e-05,6.63728673934e-07,70,107,9,56.728064,118.603725,8.77747379,-1.09240801845401,0.521151202304953,-0.0744022559222854,1.21147217431287e-06,0.204166868625763,0.795831919902063
"ENSG00000164403","SHROOM1",2559,1.88326196843e-05,3.7942428664e-05,1.3655650874e-06,113,274,6,162.782643534,333.522098462,15.3603305444,2.41892819929037,1.59416212198056,2.36581397777537,0.00959554880204162,0.979356255967487,0.0110481952304713
"ENSG00000170396","ZNF804A",3630,1.11283156471e-05,2.82282992751e-05,1.90466072727e-06,158,397,4,127.45190469,320.649469106,23.101021096,-1.67749215527082,-2.08551366407696,3.93668506529522,0.827436291073838,0.172557174737117,6.53418904452792e-06
"ENSG00000184613","NELL2",2601,1.00293191385e-05,2.51896722155e-05,2.71574934096e-06,107,277,3,111.310174302,273.757651892,38.1067280408,0.253267492838935,-0.0958487561844693,5.63351219793342,0.999853571748522,0.000146428250665758,8.12627537843588e-13
"ENSG00000171360","KRT38",1371,7.11048921383e-06,1.5520334327e-05,9.53392320937e-07,94,211,9,80.4796056508,172.943278927,13.1092723176,-0.934320319831626,-1.41545387101882,1.12425628960714,2.17177355501335e-05,0.724250939431988,0.275727342832462
"ENSG00000105426","PTPRS",5847,4.72614722575e-05,9.39928729243e-05,4.7923257959e-06,510,580,13,465.804086445,922.027994748,61.6890305223,-1.26949153840489,5.50942184291201,6.14068558605778,0.760915060454347,0.23908493953638,9.27332519607152e-12
"ENSG00000174238","PITPNA",813,3.89003661471e-06,8.03510728977e-06,1.2417530342e-06,49,45,2,46.3376521019,90.7606948589,16.9847617537,-0.242464201375264,2.34941704558064,3.60171923594099,0.929437924643375,0.0705467888488552,1.52865077694877e-05
"ENSG00000181631","P2RY13",1065,3.67522294878e-06,8.93944130535e-06,3.61448671312e-07,47,105,1,39.66718,96.7850567,4.03067397,-0.721779975495502,-0.408429120744502,1.4953402895488,0.327928323861021,0.608033115283354,0.0640385608556252
"ENSG00000119979","FAM45A",1074,4.72716761791e-06,9.57307426971e-06,1.04069639336e-06,43,76,8,51.6137745912,103.538994384,14.5105343703,0.743292727293202,1.32377036450565,1.69302984893198,0.000243198672562155,0.923088119197785,0.0766686821296525
"ENSG00000138593","SECISBP2L",3306,9.91805386552e-06,2.66554008231e-05,2.79972460784e-06,114,277,9,112.543308293,292.457319873,35.1318200006,-0.085125511672198,0.442098303726218,4.36725954148992,0.10171305162342,0.898284448082132,2.50029444783592e-06
"ENSG00000139163","ETNK1",1359,7.02149050316e-06,1.57617923558e-05,1.14704245378e-06,56,93,2,67.6074046489,151.892810976,15.0619729583,0.875159701901818,2.33727613416262,3.33393781533809,0.865130479359824,0.134787503233256,8.20174069191458e-05
"ENSG00000196805","SPRR2B",219,8.62654802317e-07,1.89474572344e-06,1.3464830432e-07,4,8,1,10.19316,21.8869634,1.9446897,1.20256161519159,1.45188070000976,0.67104823357508,0.15744268643288,0.636926268015642,0.205631045551478
"ENSG00000122548",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138138","ATAD1",1086,3.41874705051e-06,9.80843899855e-06,9.88383581794e-07,54,75,3,42.1566236533,113.992514912,14.8935819179,-1.13081677796063,1.78632046192225,3.05283112238833,0.5363543151617,0.462979631808977,0.000666053029322485
"ENSG00000143632","ACTA1",1134,1.13152377621e-05,1.90663069974e-05,7.50448798898e-07,68,32,5,125.085137388,208.915920443,10.6124701607,3.16423997374866,5.98683910122002,1.70661464650757,0.00802663240582685,0.929800746577449,0.0621726210167243
"ENSG00000105401","CDC37",1137,6.99673308862e-06,1.58295266817e-05,9.84433786547e-07,68,117,1,81.509015144,180.23868251,14.3491512975,0.927620835948015,2.30396215677307,3.49084213067491,0.96235789574322,0.0376265598760777,1.55443807025673e-05
"ENSG00000135521","LTV1",1428,4.38114130115e-06,1.14879761756e-05,1.44486043663e-06,49,143,11,54.2493094,134.7712138,20.98062992,0.441829345124526,-0.346700456092361,2.1584319982292,2.0508487464442e-05,0.974711128945768,0.0252683625667674
"ENSG00000112936","C7",2532,9.48441171553e-06,2.24887409452e-05,2.25658082575e-06,141,308,21,99.5530095631,228.523394148,28.577386095,-2.57522540964273,-2.57152308419845,1.40409928808189,1.26145650921317e-11,0.50794029347847,0.492059706508915
"ENSG00000206346",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120992","LYPLA1",693,3.34307503619e-06,6.92461508759e-06,7.32491165238e-07,37,55,5,34.8836792294,70.3179204665,10.752981487,-0.222136347824039,0.893476715292073,1.73787371880559,0.00849442588120882,0.933615032484653,0.0578905416341382
"ENSG00000122728","TAF1L",5481,1.7884740271e-05,5.27891980105e-05,3.10596941388e-06,229,622,9,203.0569,598.5317333,35.61037243,-1.12865827328092,-0.469196220668138,4.41725408801054,0.119270692068056,0.880727412044107,1.89588783746682e-06
"ENSG00000037241","RPL26L1",438,2.14038420561e-06,6.24317040902e-06,3.93052491126e-07,19,42,1,25.508288,71.9937063,5.7106566,0.798869243988538,1.72901738548622,1.95266672953887,0.492260269694433,0.486933889406674,0.0208058408988934
"ENSG00000168298",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000147789","ZNF7",2061,7.48444636206e-06,1.85647970854e-05,1.1387689763e-06,103,241,8,86.4072218331,211.871436893,14.4609051198,-1.10660750420365,-0.978813340756665,1.68300469889626,0.000238233955048981,0.921184685629308,0.0785770804156434
"ENSG00000206393",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149564","ESAM",1173,5.41262239628e-06,1.2378971284e-05,7.46436745673e-07,67,163,3,60.3188650673,135.22625942,10.6938810432,-0.533301462342876,-1.16820649615013,2.33059866195083,0.191978713582815,0.797084510697894,0.0109367757192913
"ENSG00000185972","CCIN",1767,7.65775165478e-06,1.99916273175e-05,6.0033087955e-07,102,201,4,87.18302,226.9284304,7.2209706,-0.983769132028206,0.841875291982326,1.18734966284087,0.0104920413784341,0.83060338451077,0.158904574110795
"ENSG00000131482","G6PC",1074,4.96673790078e-06,1.02311955886e-05,8.09204704949e-07,69,111,6,57.7650691743,116.599851557,11.1292348103,-0.916404486619591,0.253657454945283,1.52303422544799,0.00181135620983483,0.899736377134395,0.0984522666557705
"ENSG00000079950","STX7",786,2.30892428292e-06,6.70252647387e-06,8.91150327746e-07,34,78,6,28.7374749548,76.5158684725,13.2393254087,-0.60858295202191,-0.0829874893166039,1.97085581441935,0.00426311559874846,0.96184404735904,0.0338928370422118
"ENSG00000114648","KLHL18",1725,9.93914119987e-06,2.18653478363e-05,1.14073947494e-06,99,156,1,112.021756843,243.228819414,16.7252629685,0.762727180898848,2.73570239793407,3.80891333919355,0.984175216789434,0.0158229583948505,1.82481571525308e-06
"ENSG00000120162","MOB3B",651,2.68988370511e-06,7.16070950174e-06,4.004821445e-07,39,65,3,31.529594576,81.9454090131,5.7233189477,-0.824773588204868,0.915600989915656,1.12762374033294,0.0303777770401778,0.809387473821484,0.160234749138338
"ENSG00000071994","PDCD2",1035,5.6612659244e-06,1.11441776134e-05,8.12977463366e-07,47,95,7,52.3029378662,104.914381612,10.1566445039,0.454572462696204,0.473440437737668,0.981160925183774,0.000192308695614694,0.714949567156454,0.284858124147931
"ENSG00000124491","F13A1",2199,9.84592212431e-06,2.34923689241e-05,1.88174664724e-06,115,252,10,116.483934781,269.85398944,26.9718426798,0.0852356243192698,0.531603159106732,3.23715372046527,0.00102736089825156,0.998492486294057,0.000480152807691957
"ENSG00000163513","TGFBR2",1779,8.40737225018e-06,1.93060512896e-05,1.04576102967e-06,87,145,5,93.3112115889,211.853993427,14.5189014227,0.405037461715276,2.24659853787406,2.47462645449072,0.0355927009989093,0.956557158954957,0.00785014004613348
"ENSG00000168734","PKIG",231,1.48661130112e-06,3.02663609058e-06,1.27358353455e-07,14,23,0,17.68181,35.1306083,2.28118944,0.542809531273313,1.00105108902977,1.49613343071277,0.564580331450696,0.387119525026612,0.0483001435226923
"ENSG00000110917","MLEC",879,5.75745561167e-06,1.1258951224e-05,7.59420611591e-07,47,50,2,57.8887929346,115.036959666,9.80675348256,0.887221026182347,2.96591154562747,2.46943466957532,0.470920638317783,0.523721899376268,0.00535746230594852
"ENSG00000090382","LYZ",447,1.39011843004e-06,4.29810521065e-06,4.53463882346e-07,19,46,5,17.426718,50.3748109,6.81422574,-0.233640220709677,0.301487241530769,0.688450538846786,0.00137551693250335,0.659563513816053,0.339060969251444
"ENSG00000115365","LANCL1",1200,4.35877505925e-06,1.04082924669e-05,1.027056989e-06,59,178,10,52.2483356316,119.94122456,15.1962366072,-0.579060267866746,-2.59298673548522,1.32041531956259,9.92097579258599e-06,0.788573820345868,0.21141625867834
"ENSG00000146376","ARHGAP18",1992,7.42335118477e-06,1.73413787769e-05,2.00311511662e-06,99,205,14,89.356529286,200.206939197,28.481844467,-0.632440611779672,-0.165688884222918,2.68800151254016,2.45958437535249e-06,0.995368002982463,0.00462953743316131
"ENSG00000196504","PRPF40A",2793,8.73357503656e-06,2.58633380723e-05,3.13764334139e-06,117,152,6,85.6191939414,241.022962545,36.7035520127,-2.10246136952311,2.80471947035213,5.02023718506349,0.966325783136999,0.0336742128629604,4.00004091531282e-09
"ENSG00000114767","RRP9",1428,8.02033317618e-06,1.85517672108e-05,1.46991754639e-06,86,151,5,90.3945586359,200.788642053,21.5701983361,0.286545566679071,1.71860780847717,3.534192882703,0.3420434837746,0.657834109116385,0.000122407109015722
"ENSG00000164434","FABP7",399,1.30718581798e-06,3.39322249617e-06,2.56390605508e-07,10,37,2,16.0483056104,38.9224669051,4.3879962475,0.93598497794142,0.150721717714426,1.12925026172766,0.0907134613307402,0.765548217526699,0.143738321142561
"ENSG00000117013","KCNQ4",2088,1.68079388964e-05,3.47180621939e-05,1.59996268514e-06,115,181,2,163.612823503,328.217186234,21.3121586266,2.35608740247431,3.9746083629363,4.14387581510442,0.985178281898531,0.0148214036876789,3.14413790434247e-07
"ENSG00000198932","GPRASP1",4188,1.24784199899e-05,3.31312356243e-05,2.37980923177e-06,90,269,4,97.66507,258.6939764,18.92675683,0.480834852769177,-0.313410395057715,3.39873288098241,0.501518109194796,0.498304365956169,0.00017752484903525
"ENSG00000122025","FLT3",2982,1.34574452927e-05,2.7269980296e-05,2.54394272182e-06,141,319,8,150.307804087,302.171634962,37.7322259282,0.470658340018029,-0.473513602602266,4.79469421906951,0.609047700982651,0.390952174329172,1.24688176891552e-07
"ENSG00000105281","SLC1A5",1626,1.40287963024e-05,2.43455434982e-05,8.57493939987e-07,90,147,4,125.138699346,222.976910191,11.1967927194,1.94732904061221,2.48867426651965,2.13050153439619,0.0518112085245823,0.927214039882222,0.0209747515931954
"ENSG00000147174",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104833","TUBB4A",1335,1.16534317535e-05,2.15385773352e-05,6.36914928551e-07,108,51,5,130.429684873,239.105322502,8.37943245543,1.21754408725519,5.95008211284518,1.15644810755178,0.00305566312177654,0.815953999972262,0.180990336905961
"ENSG00000166263","STXBP4",1662,4.96593841733e-06,1.367396861e-05,1.5117820526e-06,51,158,22,60.4952760187,155.642633138,23.025802195,0.756826815482908,-0.0924241526552429,0.211760980798564,1.41709360491401e-14,0.0236729417148822,0.976327058285104
"ENSG00000103429","BFAR",1353,5.39297565258e-06,1.22348498793e-05,1.14960848124e-06,63,151,7,64.037222,141.5570863,15.95898013,0.0803533712129361,-0.388200437287008,2.2214968878783,0.00230974824450457,0.98037036382008,0.0173198879354159
"ENSG00000137073","UBAP2",3360,1.41281303161e-05,3.13685139282e-05,2.92372967372e-06,174,415,7,169.082183614,362.290181798,44.2945864447,-0.234461414420803,-1.3545016593555,5.55085889536642,0.989509350398503,0.0104906495558265,4.56705923901252e-11
"ENSG00000106479","ZNF862",3510,1.90810318334e-05,4.07209616675e-05,1.98432259115e-06,201,422,16,198.903470793,421.248656622,21.5884519148,-0.0921558896980982,-0.0179044338545344,1.19143547737285,3.68873263295519e-09,0.532167336333596,0.467832659977671
"ENSG00000120915","EPHX2",1668,8.19415364273e-06,1.7945201751e-05,1.52464702398e-06,96,217,21,92.0506949219,195.933535212,24.3496436801,-0.255186195068197,-0.736129957936685,0.672422159028243,4.92248524715445e-13,0.0963431123703321,0.903656887629176
"ENSG00000068305","MEF2A",1500,6.17753716497e-06,1.45572184041e-05,1.29371745003e-06,65,107,2,52.0901989021,118.44050124,12.8537376862,-1.10889645147095,0.514175469195825,2.9988468888819,0.737169983273076,0.262307544407043,0.000522472319881006
"ENSG00000103876","FAH",1260,7.10913315267e-06,1.36736278957e-05,1.3329806278e-06,78,150,18,85.8247138686,159.734340373,20.8800538371,0.523614349059499,0.376722952616571,0.624344784631216,2.80762381206333e-11,0.142874355849813,0.857125644122111
"ENSG00000186001","LRCH3",2139,1.00059172767e-05,2.22091277626e-05,2.25526793343e-06,103,256,18,109.220225763,238.185935208,31.9100415183,0.368979558354164,-0.564575934459558,2.43923940819148,1.19680658993201e-08,0.984194782562002,0.0158052054699324
"ENSG00000204099","NEU4",1494,1.18246664917e-05,2.40478520106e-05,7.02526364758e-07,115,249,6,103.22982132,208.342269636,7.41193326316,-0.718175747848541,-1.37775040784996,0.513733803189718,0.00027758289159766,0.553721055993974,0.446001361114428
"ENSG00000056678",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167701","GPT",1491,1.20100598973e-05,2.35970629574e-05,1.04658702989e-06,134,245,19,109.687027857,212.832941338,13.2713937475,-1.43916451902129,-1.07847224662047,-1.55768777987578,2.84324204580575e-15,0.00129558361150448,0.998704416388493
"ENSG00000164488",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134259","NGF",726,3.81896547462e-06,9.73176570732e-06,2.93250867032e-07,54,91,0,43.68877,110.6820332,3.74169021,-0.967108145676911,0.915054987436401,1.91612392908118,0.704368811874854,0.2797022454076,0.0159289427175468
"ENSG00000162825","NBPF20",13866,4.95188289327e-05,0.00010757844105,1.18780379104e-05,26,50,7,49.3225834709,98.8983628324,11.8979658833,2.05874783974939,2.40500634630177,1.4065950954183,0.000445919208521471,0.86436378451906,0.135190296272419
"ENSG00000158062","UBXN11",1563,8.52260468376e-06,1.87830786177e-05,1.70434334208e-06,108,200,18,96.1687254514,203.732231333,22.7133353111,-0.747935110317208,0.127894401887532,0.979664950008759,1.20340272757806e-10,0.308498838569145,0.691501161310515
"ENSG00000105289","TJP3",2787,2.02121216753e-05,4.39984354878e-05,3.14498994993e-06,214,467,34,206.394254141,443.359230627,37.663822843,-0.328200911260579,-0.549162411517669,0.591373626659035,2.20425161433974e-21,0.00606470296161349,0.993935297038387
"ENSG00000180891","CUEDC1",1161,8.65977976272e-06,1.71736800583e-05,1.10088275812e-06,74,151,9,95.5903556774,190.77246906,15.4099566315,1.36899633131081,1.40845011630033,1.61749905769256,6.38268720532172e-05,0.900299117513333,0.0996370556146143
"ENSG00000196475","GK2",1662,5.65735270489e-06,1.48964433016e-05,8.31652504359e-07,68,191,11,64.51808,169.1988659,9.84189253,-0.268737039010059,-0.819777729736072,-0.365678327812646,2.89758110627621e-08,0.0887564597393632,0.911243511284826
"ENSG00000147996","CBWD5",1044,3.78786309764e-06,8.32631927749e-06,1.04335074528e-06,1,0,0,14.6369781543,24.5225116567,1.99996600828,2.20974379695863,2.42213819787715,1.40088020694014,0.534115235923079,0.406848139151238,0.0590366249256828
"ENSG00000132463","GRSF1",1443,8.88992226252e-06,1.81178503553e-05,1.45111429937e-06,53,141,12,45.3428429597,110.511514129,17.4781874023,-0.704957329627727,-1.41856345921949,1.29801102585739,7.98241685263603e-07,0.731401567091525,0.26859763466679
"ENSG00000112053","SLC26A8",2913,1.2041587931e-05,2.69360854571e-05,2.24125686864e-06,133,289,17,141.054246912,305.356674807,32.4324217932,0.420415628953543,0.457834396382547,2.68431875912792,7.64803110765732e-08,0.994414705799086,0.00558521772060331
"ENSG00000165923","AGBL2",2709,8.52814281437e-06,2.26573176594e-05,2.6533967137e-06,118,266,23,98.0809941152,248.232822354,34.416372513,-1.24688033315935,-0.551576673527314,1.92768150767882,6.81051045839789e-12,0.835791621146818,0.164208378846371
"ENSG00000178177","LCORL",1809,6.28039947107e-06,1.66647861698e-05,1.63939427659e-06,27,48,0,24.6462284802,64.5876227994,10.0003899001,-0.293926162698386,1.00954549847538,3.13255108028965,0.963114570470951,0.0368126752378267,7.27542912222256e-05
"ENSG00000196876","SCN8A",5943,2.41739443143e-05,6.06362906179e-05,4.24145309413e-06,270,246,4,263.8053038,646.566359234,54.4154146887,-0.236443821856043,7.70520945397529,6.77005301609916,0.999998290292746,1.70970725378775e-06,3.22224477833524e-18
"ENSG00000164953","TMEM67",2988,9.59997551729e-06,2.52271556448e-05,3.01543514363e-06,95,309,33,118.4123232,292.369983613,45.030259,1.33381352165482,-0.475710029817262,1.77587513467258,1.21202254456235e-17,0.407724039388368,0.592275960611632
"ENSG00000204673","AKT1S1",831,7.09286650572e-06,1.35110773057e-05,6.85969628811e-07,50,71,1,48.91092721,91.1190812551,5.55316748411,-0.0965388871706521,1.03090800475192,1.91396036029128,0.476648977204292,0.500096977982027,0.0232540448136805
"ENSG00000175097","RAG2",1584,4.3336029622e-06,1.27883571085e-05,6.00834134392e-07,54,163,4,49.51972,145.3138802,7.22667196,-0.394698534894831,-0.717620768936183,1.18898195972935,0.0105193118193894,0.830988437071249,0.158492251109362
"ENSG00000212941",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177628","GBA",1611,6.86244202908e-06,1.69260190094e-05,1.38954345972e-06,75,124,6,76.262851766,180.636456438,18.7876451011,0.0896488564969013,2.06115219160816,2.92242984562477,0.0340405400496017,0.964232717995036,0.00172674195536255
"ENSG00000156587","UBE2L6",462,2.86950369033e-06,5.42126754972e-06,5.8581582016e-07,30,53,4,33.6753821447,61.7670180037,7.8736369877,0.392640815937887,0.545619869884487,1.36747988866789,0.0140103299116803,0.868904375520455,0.117085294567864
"ENSG00000155438",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000072210","ALDH3A2",1527,6.44214451981e-06,1.62548667435e-05,1.1682780256e-06,55,158,6,69.213965137,170.599387209,15.7931366303,1.05917567126429,0.471821323302282,2.44105360519482,0.011288383677575,0.979949340904242,0.00876227541818334
"ENSG00000184432","COPB2",2721,8.66504589983e-06,2.25164971332e-05,2.5207040758e-06,106,186,0,105.44066328,260.064073002,37.0525166174,-0.0337668195117914,2.24638395095854,6.02973975182877,0.999998457069596,1.54293040284087e-06,1.49697685822137e-15
"ENSG00000090674","MCOLN1",1743,1.25619726878e-05,2.49548734108e-05,1.66474011126e-06,139,173,7,138.715593863,271.818089571,23.4283547761,-0.014969813904664,2.93166106285126,3.36211772669394,0.0370559727759663,0.962635965112643,0.000308062111390885
"ENSG00000174059","CD34",1158,5.36610888377e-06,1.10722590791e-05,9.67899872469e-07,50,115,6,58.8314687281,117.230347959,12.7012784365,0.713801832538438,0.100753416307415,1.86261737886844,0.00344956865429019,0.951777066480641,0.0447733648650691
"ENSG00000108797","CNTNAP1",4155,2.41681504693e-05,5.59188796211e-05,4.61687837425e-06,219,404,17,279.586794798,635.823009545,61.5503741876,2.24630689200674,4.49681334052076,5.62504151621371,0.0041087576230276,0.995891241471431,9.05540989562125e-10
"ENSG00000111669","TPI1",861,5.75267110451e-06,1.0745311916e-05,7.62914823903e-07,46,90,2,61.4191347666,113.594631672,10.9834415948,1.21971260766687,1.08280490425009,2.68511699890401,0.581366832186706,0.416368971433044,0.0022641963802505
"ENSG00000169976","SF3B5",261,1.92048669379e-06,3.64599355581e-06,1.9473621403e-07,13,15,0,22.17861,41.7289682,2.62549812,1.20825678480498,2.02385726772149,1.60507577011684,0.600475506656737,0.361984438272733,0.0375400550705298
"ENSG00000197024","ZNF398",1929,7.97924163968e-06,2.04257870766e-05,1.09296631392e-06,89,196,1,89.2907017515,228.187289215,14.1349355129,0.0190717862277682,1.04221012952469,3.46075362718466,0.959343721509368,0.0406374435668175,1.88349238147202e-05
"ENSG00000113734","BNIP1",816,3.2611491832e-06,8.0445029981e-06,7.0020956999e-07,51,79,6,38.9920444875,92.2388790482,10.5952413025,-1.19214955808231,0.674234147807082,1.39843594863009,0.00143692768334693,0.871526966600402,0.127036105716251
"ENSG00000181894","ZNF329",1626,5.96934826481e-06,1.38802218677e-05,8.33443565227e-07,75,175,8,68.05305,157.6848815,9.86218607,-0.522059293942567,-0.674444884787048,0.587389486417591,2.30642332748683e-05,0.498005612649888,0.501971323116837
"ENSG00000151360","ALLC",1176,5.65254424865e-06,1.22809293667e-05,1.19269274803e-06,63,147,16,60.3489644353,125.791475188,16.0045181431,-0.211558641117759,-0.924912738596726,0.00111873712855899,4.60880908473295e-11,0.0536706113989933,0.946329388554919
"ENSG00000108823","SGCA",1164,6.33718310808e-06,1.47954874479e-05,7.80143715898e-07,65,124,3,65.9723363836,150.159679741,10.7354154403,0.0742141382128213,1.04417311561661,2.33864285131899,0.194446674101566,0.794887266821406,0.0106660590770288
"ENSG00000173141",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000082196","C1QTNF3",960,3.57155440942e-06,8.75293122775e-06,7.71783893411e-07,57,81,7,42.3406774027,100.373363213,11.0156633564,-1.39663970727832,0.945829830312325,1.19851007690222,0.000296343818969862,0.798997178258103,0.200706477922927
"ENSG00000176956","LY6H",486,3.50086431049e-06,6.25725175596e-06,4.46421126509e-07,29,35,1,25.3110767951,44.4226376427,5.39163123751,-0.454562232450682,0.691491580810854,1.87350767404518,0.46060556878133,0.513360509673458,0.0260339215452121
"ENSG00000103495","MAZ",1482,1.58256953306e-05,2.57799657226e-05,7.88576678189e-07,158,133,0,152.301352626,247.137197832,9.38474018049,-0.286263298641513,3.55119585383803,3.03459554194021,0.953969621751156,0.0459041105514777,0.000126267697366157
"ENSG00000167840","ZNF232",1335,4.07419348384e-06,1.11577684548e-05,9.01967830483e-07,61,158,7,47.7713639844,127.914463611,11.8445882583,-1.18653579292391,-1.30110937955888,1.39439758401118,0.000435397717293909,0.860986716264972,0.138577886017734
"ENSG00000054938","CHRDL2",1356,7.14969438616e-06,1.57596993863e-05,1.31865446076e-06,88,152,10,76.2184235646,163.665272466,16.8867531429,-0.836609970097127,0.445999176941346,1.66008818790007,2.13642145685107e-05,0.902382837782377,0.0975957980030546
"ENSG00000134001","EIF2S1",948,2.87968401876e-06,8.51545520027e-06,8.19359457009e-07,29,40,1,34.8982104363,98.0504885878,12.1014836942,0.618967882632511,2.86746048945523,3.16119616841967,0.916802002902544,0.083083238644944,0.000114758452511775
"ENSG00000204969","PCDHA2",2847,2.3724671886e-05,4.05504389922e-05,1.41537877751e-06,180,389,15,270.481902,461.1212725,17.71291839,3.41068837878004,1.64275332879182,0.638530098845483,1.98580542965182e-09,0.23464142234878,0.765358575665415
"ENSG00000111987",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116161","CACYBP",687,2.13592673911e-06,5.43337289688e-06,5.76974052944e-07,31,48,0,26.4878850457,63.5580988915,8.80427944964,-0.543507412310972,0.95452556753125,2.93925043495336,0.943386849157678,0.0564012648062792,0.000211886036042907
"ENSG00000112339","HBS1L",2055,7.7852231339e-06,1.89878161441e-05,2.13902650179e-06,74,212,5,90.3149839389,211.701185518,30.0179408211,1.06428050643804,-0.0100446638083176,4.52325264558973,0.924522220570616,0.0754776289910087,1.50438375464264e-07
"ENSG00000166228","PCBD1",315,1.4056016671e-06,3.19976073161e-06,2.31514647621e-07,16,33,4,15.2995300407,32.8573897783,3.25145066318,-0.111019676368247,-0.0121688598826453,-0.411217437977258,0.00109441294418619,0.382356703615421,0.616548883440393
"ENSG00000123572","NRK",4752,1.58523208416e-05,4.17045663844e-05,4.75186090365e-06,111,289,7,102.121474896,254.019148306,35.2692402226,-0.544666243517527,-1.07353015514214,4.71526114317713,0.763369951142185,0.23662991771023,1.31147584802052e-07
"ENSG00000164627","KIF6",2445,8.72442365818e-06,2.20647648603e-05,2.78448857346e-06,109,288,30,103.158333355,249.326637793,39.128834869,-0.356563274840066,-1.19796608535597,1.4456280130632,1.03952440427845e-16,0.225768255000911,0.774231744999089
"ENSG00000173812","EIF1",342,1.83692663091e-06,3.44793196516e-06,2.50440652813e-07,14,13,0,22.48915,40.742176,4.51393045,1.10975512630867,2.12586149832179,2.10458806327509,0.764131765089407,0.22731709125612,0.00855114365447321
"ENSG00000172171","TEFM",1083,4.01395090995e-06,1.02020608683e-05,7.97376091265e-07,41,115,4,47.155279,117.2678572,10.71082274,0.555689390491834,0.102435566179233,2.03120637080294,0.0433026064919595,0.929404008015153,0.0272933854928879
"ENSG00000075234","TTC38",1410,9.05090402574e-06,1.728327131e-05,1.50811795503e-06,81,182,17,102.855023042,191.33703912,21.8878445338,1.33594189972017,0.330159904322852,1.03491704962883,5.69518522496362e-10,0.38215600491699,0.617843994513491
"ENSG00000138639","ARHGAP24",2247,7.88459957027e-06,2.03819270789e-05,2.01791247962e-06,100,246,9,93.106034,234.7033469,26.63523717,-0.442924737631454,-0.360668709384642,3.38487540505441,0.00469608080576638,0.995038484689666,0.000265434504567334
"ENSG00000177519","RPRM",330,3.62511526607e-06,6.08142128469e-06,1.61339629747e-07,21,32,0,36.6691873091203,61.2645466114256,1.98589652052845,1.60415137106903,1.8287474530597,1.39594418118139,0.532566514880165,0.407808690589234,0.0596247945306016
"ENSG00000119922","IFIT2",1419,4.68357501976e-06,1.27703035907e-05,8.67368047135e-07,70,143,6,53.9040764,145.5283961,10.66565401,-1.35910949687635,0.102515222884724,1.41516939900612,0.00148220080965614,0.875620861128731,0.122896938061613
"ENSG00000115239","ASB3",1662,6.63178979832e-06,1.5502612306e-05,1.22010876325e-06,82,187,4,68.8896498102,159.002021546,15.9430950007,-0.979234572472948,-1.0860308560739,2.96292225838958,0.247642059161546,0.751029752425599,0.00132818841285466
"ENSG00000067066","SP100",2658,9.48728942208e-06,2.2595062961e-05,2.86821063747e-06,102,267,18,116.926831273,262.473005384,43.3323310727,0.855774181803442,-0.136673600830282,3.81205242419917,8.71376355676682e-07,0.999964307615292,3.48210083517976e-05
"ENSG00000174177","CTU2",1548,9.95393347797e-06,1.98854299173e-05,1.50591345385e-06,162,352,21,103.444370838,206.170256616,21.2660247682,-3.56914699557622,-4.96763170873361,0.0571437356227437,3.21676727020384e-14,0.0199487733303448,0.980051226669623
"ENSG00000206300",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164258","NDUFS4",528,1.97675206405e-06,4.81540386731e-06,6.14511511107e-07,32,73,5,24.492495,56.6550173,9.05802544,-0.940433840188483,-1.06213976512738,1.33563474224866,0.00416499574013875,0.862886208969689,0.132948795290173
